id,pub.type,year,citation,chron,dsid
250,Legacy,1993,"Gajewski, K., S. Payette, and J.C. Ritchie. 1993. Holocene vegetation history at the boreal-forest -- shrub-tundra transition in north-western Québec. Journal of Ecology 81: 433-443.",Radiocarbon years BP,1595
250,Legacy,1993,"Gajewski, K., S. Payette, and J.C. Ritchie. 1993. Holocene vegetation history at the boreal-forest -- shrub-tundra transition in north-western Québec. Journal of Ecology 81: 433-443.",Radiocarbon years BP,1598
250,Legacy,1993,"Gajewski, K., S. Payette, and J.C. Ritchie. 1993. Holocene vegetation history at the boreal-forest -- shrub-tundra transition in north-western Québec. Journal of Ecology 81: 433-443.",Radiocarbon years BP,1599
226,Legacy,1992,"Gajewski, K., and S. Garralla. 1992. Holocene vegetation histories from three sites in the tundra of northwestern Quebec, Canada. Arctic and Alpine Research 24:329-336.",Radiocarbon years BP,1601
226,Legacy,1992,"Gajewski, K., and S. Garralla. 1992. Holocene vegetation histories from three sites in the tundra of northwestern Quebec, Canada. Arctic and Alpine Research 24:329-336.",Radiocarbon years BP,1603
969,Legacy,2001,"Gajewski, K., and M. Frappier. 2001. Postglacial environmental history from Prince of Wales Island, Nunavut, Canada. Boreas 30:285-289.",Calibrated radiocarbon years BP,1604
206,Legacy,1993,"McAndrews, J.H., and I.D. Campbell. 1993. 6 ka mean July temperature in eastern Canada from Bartlein and Webb's (1985) pollen transfer functions: comments and illustrations. Pages 22-25 in A. Telka, editor. Proxy climate data and models of the six thousand years before present time interval: the Canadian perspective. Canadian Global Change Program Incidental Report Series IR93-3. The Royal Society of Canada, Ottawa, Ontario, Canada.",Radiocarbon years BP,1606
669,Legacy,1990,"Liu, K.-B. 1990. Holocene paleoecology of the boreal forest and Great Lakes-St. Lawrence forest in northern Ontario. Ecological Monographs 60:179-212.",Radiocarbon years BP,1607
456,Legacy,1988,"Davis, A.M., J.H. McAndrews, and B.L. Wallace. 1988. Paleoenvironment and the archaeological record at the L'Anse aux Meadows site, Newfoundland. Geoarcheology 3:53-64.",Radiocarbon years BP,1611
213,Legacy,1979,"Comtois, P.G. 1979. Histoire holocène du climat et de la végétation à Lanoraie. Mémoire de M.Sc., département de Géographie, Université de Montréal, 322 pages.",Radiocarbon years BP,1615
674,Legacy,1982,"Ritchie, J.C. 1982. The modern and late-Quaternary vegetation of the Doll Creek area, North Yukon, Canada. New Phytologist 90:563-603.",Calibrated radiocarbon years BP,1617
333,Legacy,1983,"Blake, W., Jr. 1983. Geological Survey of Canada radiocarbon dates XXIII. Geological Survey of Canada Paper 83-7:5..",Radiocarbon years BP,1622
95,Journal Article,1984,"Labelle, C., and P.J.H. Richard. 1984. Histoire postglaciaire de la végétation dans la région de Mont-Saint-Pierre, Gaspésie, Quebec. Géographie physique et Quaternaire 38(3):257-274. [DOI: 10.7202/032567ar]",Radiocarbon years BP,1626
75,Journal Article,1975,"Mott, R.J. 1975. Palynological studies of lake sediment profiles from southwestern New Brunswick. Canadian Journal of Earth Sciences 12(2):273-288. [DOI: 10.1139/e75-024]",Radiocarbon years BP,1640
578,Legacy,1968,"Lowdon, J.A., and W. Blake, Jr. 1968. Geological Survey of Canada radiocarbon dates VII. Radiocarbon 10:207-245.",Radiocarbon years BP,1644
50,Journal Article,1985,"Engstrom, D.R., and B.C.S. Hansen. 1985. Postglacial vegetational change and soil development in southeastern Labrador as inferred from pollen and chemical stratigraphy. Canadian Journal of Botany 63(3):543-561. http://www.nrcresearchpress.com/doi/abs/10.1139/b85-070?journalCode=cjb1#.Uke_44bbN8E. [DOI: 10.1139/b85-070]",Radiocarbon years BP,1650
492,Journal Article,1993,"Levesque, A.J., F.E. Mayle, I.R. Walker, and L.C. Cwynar. 1993. A previously unrecognized late-glacial cold event in eastern North America. Nature 361:623-626. [DOI: 10.1038/361623a0]",Radiocarbon years BP,1651
970,Legacy,1970,"Lichti-Federovich, S. 1970. The pollen stratigraphy of a dated section of late Pleistocene lake sediment from central Alberta. Canadian Journal of Earth Sciences 7:938-945.",Calibrated radiocarbon years BP,1656
190,Legacy,1984,"MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.",Radiocarbon years BP,1657
532,Legacy,1978,"Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1978. University of Wisconsin radiocarbon dates XV. Radiocarbon 20:157-167.",Radiocarbon years BP,1659
633,Journal Article,1994,"Pellatt, M.G., and R.W. Mathewes. 1994. Paleoecology of postglacial tree line fluctuations on the Queen Charlotte Islands, Canada. Écoscience 1(1):71-81.",Radiocarbon years BP,1670
165,Legacy,1965,"Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1965. University of Wisconsin radiocarbon dates I. Radiocarbon 7:399-407.",Radiocarbon years BP,1684
492,Journal Article,1993,"Levesque, A.J., F.E. Mayle, I.R. Walker, and L.C. Cwynar. 1993. A previously unrecognized late-glacial cold event in eastern North America. Nature 361:623-626. [DOI: 10.1038/361623a0]",Radiocarbon years BP,1689
216,Legacy,1975,"Richard, P.J.H. 1975. Histoire postglaciaire de la végétation dans la partie centrale du Parc des Laurentides, Québec. Le Naturaliste Canadien 102:669-681.",Radiocarbon years BP,1691
713,Legacy,1981,"Kearney, M.S. 1981. Late Quaternary vegetational and environmental history of Jasper National Park, Alberta. Dissertation. University of Western Ontario, London, Ontario, Canada.",Radiocarbon years BP,1693
71,Journal Article,1978,"Mott, R.J., and L.D. Farley-Gill. 1978. A late-Quaternary pollen profile from Woodstock, Ontario. Canadian Journal of Earth Sciences. Canadian Journal of Earth Sciences 15(7):1101-1111. http://www.nrcresearchpress.com/doi/abs/10.1139/e78-116#.VuJ-7JwrKUk. [DOI: 10.1139/e78-116]",Radiocarbon years BP,1701
148,Legacy,1981,"Labelle, C., and P.J.H. Richard. 1981. Végétation tardiglaciaire et postglaciaire au sud-est du Parc des Laurentides, Québec. Géographie physique et Quaternaire 35:345-359.",Radiocarbon years BP,1703
671,Legacy,1977,"Ritchie, J.C. 1977. The modern and late Quaternary vegetation of the Campbell-Dolomite Uplands, near Inuvik, N.W.T. Canada. Ecological Monographs 47:401-423.",Radiocarbon years BP,1704
326,Journal Article,1973,"Mathewes, R.W. 1973. A palynological study of postglacial vegetation changes in the University Research Forest, southeastern British Columbia. Canadian Journal of Botany 51(11):2085-2103. [DOI: 10.1139/b73-271]",Radiocarbon years BP,1705
144,Legacy,1977,"Richard, P.J.H. 1977. Histoire post-wisconsinienne de la végétation du Québec méridional par l'analyse pollinique. Service de la recherche, Direction générale des forêts, Ministère des Terres et Forêts du Québec. Publications et rapports divers. Tome 1, xxiv + 312 p.; tome 2, 142 p.",Radiocarbon years BP,1715
144,Legacy,1977,"Richard, P.J.H. 1977. Histoire post-wisconsinienne de la végétation du Québec méridional par l'analyse pollinique. Service de la recherche, Direction générale des forêts, Ministère des Terres et Forêts du Québec. Publications et rapports divers. Tome 1, xxiv + 312 p.; tome 2, 142 p.",Radiocarbon years BP,1716
492,Journal Article,1993,"Levesque, A.J., F.E. Mayle, I.R. Walker, and L.C. Cwynar. 1993. A previously unrecognized late-glacial cold event in eastern North America. Nature 361:623-626. [DOI: 10.1038/361623a0]",Radiocarbon years BP,1718
248,Legacy,1990,"Moser, K.A., and G.M. MacDonald. 1990. Holocene vegetation change at treeline north of Yellowknife, Northwest Territories, Canada. Quaternary Research 34:227-239.",Radiocarbon years BP,1724
187,Legacy,1987,"MacDonald, G.M. 1987. Postglacial vegetation history of the Mackenzie River Basin. Quaternary Research 28:245-262.",Radiocarbon years BP,1733
578,Legacy,1968,"Lowdon, J.A., and W. Blake, Jr. 1968. Geological Survey of Canada radiocarbon dates VII. Radiocarbon 10:207-245.",Radiocarbon years BP,1740
217,Legacy,1976,"Richard, P.J.H., and P. Poulin. 1976. Un diagramme pollinique au mont des Eboulements, région de Charlevoix, Québec. Canadian Journal of Earth Science 13:145-156.",Radiocarbon years BP,1754
215,Legacy,1973,"Richard, P.J.H. 1973. Histoire postglaciaire comparée de la végétation dans deux localités au nord du Parc des Laurentides, Québec. Naturaliste Canadien 100:577-590.",Radiocarbon years BP,1765
50,Journal Article,1985,"Engstrom, D.R., and B.C.S. Hansen. 1985. Postglacial vegetational change and soil development in southeastern Labrador as inferred from pollen and chemical stratigraphy. Canadian Journal of Botany 63(3):543-561. http://www.nrcresearchpress.com/doi/abs/10.1139/b85-070?journalCode=cjb1#.Uke_44bbN8E. [DOI: 10.1139/b85-070]",Radiocarbon years BP,1769
292,Legacy,1986,"McAndrews, J.H. 1986. Vegetation history of the Bloodvein River region in Woodland Caribou Provincial Park, Ontario. Unpublished report to Ontario Ministry of Natural Resources and Parks Canada. 12 pp.",Radiocarbon years BP,1770
961,Legacy,2000,"Gajewski, K., R.J. Mott, J.C. Ritchie, and K. Hadden. 2000. Holocene vegetation history of Banks Island, Northwest Territories, Canada. Canadian Journal of Botany 78:430-436.",Calibrated radiocarbon years BP,1783
509,Legacy,1983,"MacDonald, G.M. 1983. Holocene vegetation history of the upper Natla River area, Northwest Territories, Canada. Arctic and Alpine Research 15:169-180.",Radiocarbon years BP,1788
212,Legacy,1981,"Richard, P.J.H. 1981. Paléophytogéographie postglaciaire en Ungava par l'analyse pollinique. Collection Paléo-Québec, no. 13, 154 pages.",Radiocarbon years BP,1791
145,Legacy,1979,"Kay, P.A. 1979. Multivariate statistical estimates of Holocene vegetation and climate change, forest-tundra transition zone, NWT, Canada. Quaternary Research 11:125-140.",Radiocarbon years BP,1800
669,Legacy,1990,"Liu, K.-B. 1990. Holocene paleoecology of the boreal forest and Great Lakes-St. Lawrence forest in northern Ontario. Ecological Monographs 60:179-212.",Radiocarbon years BP,1807
170,Legacy,1987,"Bennett, K.D. 1987. Holocene history of forest trees in southern Ontario. Canadian Journal of Botany 65:1792-1801.",Radiocarbon years BP,1820
147,Legacy,1975,"Jordan, R.H. 1975. Pollen diagrams from Hamilton Inlet, central Labrador, and their environmental implications for the northern maritime Archaic. Arctic Anthropology 12:92-116.",Radiocarbon years BP,1821
600,Legacy,1988,"Reasoner, M.A. 1988. The late Quaternary lacustrine record from the Upper Cataract Brook Valley, Yoho National Park, British Columbia. Dissertation. University of Alberta, Edmonton, Alberta, Canada.",Radiocarbon years BP,1823
276,Legacy,1990,"Julig, P.J., J.H. McAndrews, and W.C. Mahaney. 1990. Geoarchaeology of the Cummins site on the beach of proglacial Lake Minong, Lake Superior Basin, Canada. Pages 21-50 in N.P. Lasca and J. Donahue, editors. Archaeological Geology of North America. Centennial Special Volume 4, Geological Society of America, Boulder, Colorado, USA.",Radiocarbon years BP,1829
600,Legacy,1988,"Reasoner, M.A. 1988. The late Quaternary lacustrine record from the Upper Cataract Brook Valley, Yoho National Park, British Columbia. Dissertation. University of Alberta, Edmonton, Alberta, Canada.",Radiocarbon years BP,1835
235,Legacy,1992,"Richard, P.J.H., A.C. Larouche, and G. Lortie. 1992. Paléophytogéographie et paléoclimats postglaciaires dans l'ouest du Bas-Saint-Laurent, Québec. Géographie physique et Quaternaire 46:151-172.",Radiocarbon years BP,1841
118,Legacy,1978,"Lamb, H.F. 1978. Post-glacial vegetation change in southeastern Labrador. Thesis. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,1849
288,Legacy,1986,"McCarthy, F.M.G. 1986. Late Holocene water levels in Lake Ontario: evidence from Grenadier Pond. M.S. Thesis. University of Toronto, Toronto, Ontario, Canada.",Radiocarbon years BP,1858
271,Legacy,1988,"McAndrews, J.H. 1988. Human disturbance of North American forests and grasslands: the fossil pollen record. Pages 673-697 in B. Huntley and T. Webb III, editors. Vegetation History. Kluwer Academic Publishers, Dordrecht, Netherlands.",Radiocarbon years BP,1861
279,Legacy,1986,"McAndrews, J.H. 1986. 12,000 years of change - and it's not done yet! Thunder Bay Field Naturalists' Newsletter 40:2-7.",Radiocarbon years BP,1862
465,Legacy,1983,"Samson, G. 1983. Prehistorie du Mushuau Nipi, Nouveau-Quebec: etude du mode d'adaptation a l'interier des terres hemi-arctiques. Dissertation. University of Toronto, Toronto, Ontario, Canada.",Radiocarbon years BP,1864
573,Journal Article,1991,"Jackson, L.J., and H. McKillop. 1991. New fossil records for the Rice Lake region. Arch Notes 91(5):12-16.",Radiocarbon years BP,1868
446,Legacy,1985,"Roberts, A.C.B. 1985. Preceramic occupations along the north shore of Lake Ontario. Archeological Survey of Canada, Paper No. 132. 277 pp.",Radiocarbon years BP,1879
447,Legacy,1975,"Boyko-Diakonow, M., and J. Terasmae. 1975. Palynology of Holocene sediments in Perch Lake, Chalk River, Ontario. Pages 189-220 in Hydrological studies on a small basin on the Canadian shield. P.J. Barry editor. Atomic Energy of Canada Ltd. Report AECL-5041-1, Chalk River, Ontario..",Calibrated radiocarbon years BP,16231
962,Doctoral Dissertation,1986,"King, G.A. 1986. Deglaciation and vegetation history of western Labrador and adjacent Québec. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Calibrated radiocarbon years BP,1890
328,Journal Article,1972,"Mathewes, R.W., C.E. Borden, and G.E. Rouse. 1972. New radiocarbon dates from the Yale area of the Lower Fraser River Canyon, British Columbia. Canadian Journal of Earth Sciences 9(8):1055-1057. [DOI: 10.1139/e72-089]",Radiocarbon years BP,1902
470,Legacy,1978,"Mott, R.J. 1978. Populus in late-Pleistocene pollen spectra. Candian Journal of Botany 56:1021-1031.",Radiocarbon years BP,1904
958,Legacy,2002,"Brown, K.J., and R.J. Hebda. 2002. Origin, development, and dynamics of coastal temperate conifer rainforests of southern Vancouver Island, Canada. Canadian Journal of Forest Research 32:353-372.",Calibrated radiocarbon years BP,1906
222,Legacy,1973,"Richard, P.J.H. 1973. Histoire postglaciaire de la végétation dans la région de Saint-Raymond de Portneuf, telle que révélée par l'analyse pollinique d'une tourbière. Le Naturaliste Canadien 100:561-575.",Radiocarbon years BP,3565
235,Legacy,1992,"Richard, P.J.H., A.C. Larouche, and G. Lortie. 1992. Paléophytogéographie et paléoclimats postglaciaires dans l'ouest du Bas-Saint-Laurent, Québec. Géographie physique et Quaternaire 46:151-172.",Radiocarbon years BP,1957
139,Book Chapter,1981,"McAndrews, J.H. 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. Pages 319-333 in W.C. Mahaney, editor. Quaternary paleoclimate. Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.",Radiocarbon years BP,1963
958,Legacy,2002,"Brown, K.J., and R.J. Hebda. 2002. Origin, development, and dynamics of coastal temperate conifer rainforests of southern Vancouver Island, Canada. Canadian Journal of Forest Research 32:353-372.",Calibrated radiocarbon years BP,1964
578,Legacy,1968,"Lowdon, J.A., and W. Blake, Jr. 1968. Geological Survey of Canada radiocarbon dates VII. Radiocarbon 10:207-245.",Radiocarbon years BP,1968
219,Legacy,1975,"Richard, P.J.H. 1975. Contribution à l'histoire postglaciaire de la végétation dans la plaine du Saint-Laurent: Lotbinière et Princeville. Revue de Géographie de Montréal 29:95-107.",Radiocarbon years BP,1978
546,Legacy,1991,"Warner, B.G., K. Tolonen, and M. Tolonen. 1991. A postglacial history of vegetation and bog formation at Point Escuminac, New Brunswick. Canadian Journal of Earth Sciences 28:1572-1582.",Radiocarbon years BP,1981
