"datasetID","chronologyID","site","type","age","age.sd","depth","thick","agemodel"
15270,8134,"LaSalle Lake","Annual laminations (varves)",-14,1,11,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",-10,1,15,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",-6,1,19,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",0,1,25,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",4,1,29,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",10,1,35,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",16,1,41,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",20,1,45,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",26,1,51,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",37,1,62,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",45,1,70,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",49,1,74,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",55,1,80,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",61,1,86,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",65,1,90,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",69,1,94,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",75,1,100,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",95,1,120,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",105,1,130,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",115,1,140,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",125,1,150,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",135,1,160,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",145,1,170,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",155,1,180,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",165,1,190,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",175,1,200,3,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",183,3,208,6,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",193,3,218,6,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",203,3,228,6,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",218,3,243,6,"individually dated analysis units"
15270,8134,"LaSalle Lake","Annual laminations (varves)",223,3,248,6,"individually dated analysis units"
15273,8136,"Saint Olaf Lake","Core top",-29,1,720,1,"linear interpolation"
15273,8136,"Saint Olaf Lake","Ambrosia rise",95,10,802,2,"linear interpolation"
15281,8139,"Williams Lake","Core top",-43,2,NA,NA,"Bacon"
15281,8139,"Williams Lake","Radiocarbon",7680,80,NA,NA,"Bacon"
15294,8147,"Long Lake","Core top",-29,1,758,1,"Bacon"
15294,8147,"Long Lake","Ambrosia rise",100,20,840,18,"Bacon"
15294,8147,"Long Lake","Radiocarbon",581,65,900,20,"Bacon"
15294,8147,"Long Lake","Radiocarbon",1135,100,970.5,15,"Bacon"
15294,8147,"Long Lake","Radiocarbon",2477,115,1082.5,15,"Bacon"
15302,8150,"Emrick Lake","Core top",-54,NA,0,NA,"Bacon"
15302,8150,"Emrick Lake","Radiocarbon",1150,40,219.5,NA,"Bacon"
15302,8150,"Emrick Lake","Radiocarbon",2830,130,442,NA,"Bacon"
15302,8150,"Emrick Lake","Radiocarbon",4410,50,551,NA,"Bacon"
15302,8150,"Emrick Lake","Radiocarbon",6600,80,684.9,NA,"Bacon"
15302,8150,"Emrick Lake","Radiocarbon",8960,60,772,NA,"Bacon"
15302,8150,"Emrick Lake","Radiocarbon",11600,320,879,NA,"Bacon"
15309,11446,"East Soldier Lake","Radiocarbon",2800,120,65,1,"Bacon"
15309,11446,"East Soldier Lake","Radiocarbon",5150,100,195,1,"Bacon"
15309,11446,"East Soldier Lake","Radiocarbon",8450,160,280,1,"Bacon"
15309,11446,"East Soldier Lake","Radiocarbon",8185,95,330,1,"Bacon"
15309,11446,"East Soldier Lake","Core top",-29,1,0,1,"Bacon"
15311,8155,"Guard Lake","Core top",-28,NA,0,NA,"Bacon"
15311,8155,"Guard Lake","Radiocarbon",2785,120,45.5,9,"Bacon"
15316,8156,"Trout Lake Bog","Core top",-29,1,0,1,"Bacon"
15316,8156,"Trout Lake Bog","Radiocarbon",3325,220,102,10,"Bacon"
15318,8157,"Wolsfeld Woods Marsh","Core top",-25,1,0,1,"Bacon"
15318,8157,"Wolsfeld Woods Marsh","Ambrosia rise",95,10,11.5,3,"Bacon"
15318,8157,"Wolsfeld Woods Marsh","Radiocarbon",905,120,60,4,"Bacon"
15403,8197,"Deep Lake","Core top",-40,6,0,NA,"Bacon"
15403,8197,"Deep Lake","Radiocarbon",8090,85,1080,NA,"Bacon"
15403,8197,"Deep Lake","Radiocarbon",10700,107,1429,NA,"Bacon"
15460,8220,"Adventure Lake","Core top",-54,10,0.5,1,"Individually dated analysis units"
15460,8220,"Adventure Lake","European settlement horizon",100,50,29.5,1,"Individually dated analysis units"
15463,8222,"Benach Lake","Core top",-54,10,0.5,1,"individually dated analysis units"
15463,8222,"Benach Lake","European settlement horizon",100,50,14.5,1,"individually dated analysis units"
15477,8224,"BlueJ Lake","Core top",-55,10,0.5,1,"Individually dated analysis units"
15477,8224,"BlueJ Lake","European settlement horizon",100,50,24.5,1,"Individually dated analysis units"
15478,8225,"Brozie Lake","Core top",-51,10,0.5,1,"Individually dated sample units"
15478,8225,"Brozie Lake","European settlement horizon",100,50,39.5,1,"Individually dated sample units"
15479,8226,"Camp Two Lake","Core top",-54,10,0.5,1,"Individually dated sample units"
15479,8226,"Camp Two Lake","European settlement horizon",100,50,78.5,1,"Individually dated sample units"
15487,8230,"Cowden Lake","Core top",-54,NA,0,NA,"Bacon"
15487,8230,"Cowden Lake","Radiocarbon",154,40,65,NA,"Bacon"
15487,8230,"Cowden Lake","Radiocarbon",823,35,91,NA,"Bacon"
15487,8230,"Cowden Lake","Radiocarbon",2546,40,140,NA,"Bacon"
15489,8231,"Ferry Lake","Radiocarbon",250,80,84.5,1,"Bacon"
15489,8231,"Ferry Lake","Radiocarbon",1198,66,135.5,1,"Bacon"
15489,8231,"Ferry Lake","Radiocarbon",1554,68,160.5,1,"Bacon"
15489,8231,"Ferry Lake","Radiocarbon",2237,78,201.5,1,"Bacon"
15489,8231,"Ferry Lake","Core top",-50,6,0,1,"Bacon"
15492,8232,"Hicks Lake","Core top",-54,NA,0,NA,"Bacon"
15492,8232,"Hicks Lake","Radiocarbon",154,40,65,NA,"Bacon"
15492,8232,"Hicks Lake","Radiocarbon",857,35,91,NA,"Bacon"
15492,8232,"Hicks Lake","Radiocarbon",2714,40,143,NA,"Bacon"
15511,8241,"Morrison Lake","Core top",-54,NA,0,NA,"Bacon"
15511,8241,"Morrison Lake","Radiocarbon",154,40,61,NA,"Bacon"
15511,8241,"Morrison Lake","Radiocarbon",2000,35,111,NA,"Bacon"
15511,8241,"Morrison Lake","Radiocarbon",2055,40,140,NA,"Bacon"
15660,8314,"Buck Lake","Core top",-33,3,0,NA,"Bacon"
15660,8314,"Buck Lake","European settlement horizon",80,NA,80,NA,"Bacon"
15660,8314,"Buck Lake","Radiocarbon",2940,90,180,NA,"Bacon"
15660,8314,"Buck Lake","Radiocarbon",3350,90,390,6,"Bacon"
15660,8314,"Buck Lake","Radiocarbon",5150,80,630,NA,"Bacon"
15660,8314,"Buck Lake","Radiocarbon",5700,90,730,NA,"Bacon"
15660,8314,"Buck Lake","Biostratigraphic, pollen",8000,NA,830,NA,"Bacon"
15740,9690,"Hemlock Lake","Core top",-32,1,0,NA,"clam"
15740,9690,"Hemlock Lake","Ambrosia rise",70,10,18,5,"clam"
15740,9690,"Hemlock Lake","Radiocarbon",1815,130,105,5,"clam"
15740,9690,"Hemlock Lake","Radiocarbon",9230,55,457.5,1,"clam"
15882,8431,"Warner Lake","Core top",-54,NA,0,NA,"Bacon"
15882,8431,"Warner Lake","Radiocarbon",475,40,70,1,"Bacon"
15882,8431,"Warner Lake","Radiocarbon",700,60,130,1,"Bacon"
15882,8431,"Warner Lake","Radiocarbon",1500,70,230,0.5,"Bacon"
15882,8431,"Warner Lake","Radiocarbon",1910,40,270,1,"Bacon"
15916,8448,"Kerr Lake","Core top",-44,NA,0,NA,"Bacon"
15916,8448,"Kerr Lake","Radiocarbon",7520,260,92.5,3,"Bacon"
15919,8450,"Crooked Lake","Core top",-44,NA,0,NA,"Bacon"
15919,8450,"Crooked Lake","Radiocarbon",1750,120,145,NA,"Bacon"
15919,8450,"Crooked Lake","Radiocarbon",3285,110,440,NA,"Bacon"
15919,8450,"Crooked Lake","Radiocarbon",5220,160,650,NA,"Bacon"
15919,8450,"Crooked Lake","Radiocarbon",6465,200,750,NA,"Bacon"
15919,8450,"Crooked Lake","Radiocarbon",10110,300,900,NA,"Bacon"
15922,8451,"Jay Lake","Core top",-46,NA,0,NA,"Bacon"
15922,8451,"Jay Lake","Radiocarbon",810,35,43,NA,"Bacon"
15922,8451,"Jay Lake","Radiocarbon",1820,50,90,NA,"Bacon"
15922,8451,"Jay Lake","Radiocarbon",4730,45,149,NA,"Bacon"
15922,8451,"Jay Lake","Radiocarbon",6070,1050,189,NA,"Bacon"
15922,8451,"Jay Lake","Radiocarbon",8440,50,260,NA,"Bacon"
15922,8451,"Jay Lake","Radiocarbon",8440,60,261,NA,"Bacon"
15922,8451,"Jay Lake","Radiocarbon",9280,60,277,NA,"Bacon"
15925,8453,"Lake O' Pines","Core top",-46,NA,0,NA,"Bacon"
15925,8453,"Lake O' Pines","Radiocarbon",310,30,87,NA,"Bacon"
15925,8453,"Lake O' Pines","Radiocarbon",2970,70,324,NA,"Bacon"
15925,8453,"Lake O' Pines","Radiocarbon",3760,40,453,NA,"Bacon"
15925,8453,"Lake O' Pines","Radiocarbon",5140,45,607,NA,"Bacon"
15925,8453,"Lake O' Pines","Radiocarbon",7620,50,680,NA,"Bacon"
15925,8453,"Lake O' Pines","Radiocarbon",11050,50,817,NA,"Bacon"
15965,8474,"Qually Pond","Core top",-12,NA,0,NA,"Bacon"
15965,8474,"Qually Pond","Radiocarbon",11740,200,388,NA,"Bacon"
15985,8485,"Itasca Bison Kill Site","Core top",500,500,0,NA,"linear interpolation"
15985,8485,"Itasca Bison Kill Site","Biostratigraphic, pollen",8800,500,610,NA,"linear interpolation"
15985,8485,"Itasca Bison Kill Site","Biostratigraphic, pollen",10000,100,630,NA,"linear interpolation"
15989,8486,"Itasca Bison Kill Site","Core top",NA,NA,0,NA,"Bacon"
15989,8486,"Itasca Bison Kill Site","Radiocarbon",9360,450,260,1,"Bacon"
15989,8486,"Itasca Bison Kill Site","Radiocarbon",9640,170,270,1,"Bacon"
15989,8486,"Itasca Bison Kill Site","Radiocarbon",9690,170,270,1,"Bacon"
15992,8488,"Itasca Bison Kill Site","Core top",NA,NA,0,0,"Bacon"
15992,8488,"Itasca Bison Kill Site","Radiocarbon",7740,270,220,NA,"Bacon"
15998,8491,"Itasca Bison Kill Site","Core top",NA,NA,0,NA,"Bacon"
15998,8491,"Itasca Bison Kill Site","Radiocarbon",8810,300,290,NA,"Bacon"
16002,8493,"Itasca Bison Kill Site","Core top",NA,NA,0,NA,"Bacon"
16002,8493,"Itasca Bison Kill Site","Radiocarbon",7370,250,260,NA,"Bacon"
16129,8563,"Lima Bog","Core top",-30,NA,0,NA,"Bacon"
16129,8563,"Lima Bog","Radiocarbon",3975,80,440,10,"Bacon"
16129,8563,"Lima Bog","Radiocarbon",7090,80,990,10,"Bacon"
16129,8563,"Lima Bog","Radiocarbon",8070,100,1000,10,"Bacon"
16129,8563,"Lima Bog","Radiocarbon",8960,105,1189,10,"Bacon"
16129,8563,"Lima Bog","Radiocarbon",10180,110,1243,10,"Bacon"
17304,9669,"Capitola Lake","Core top",-35,5,0,NA,"Bacon"
17304,9669,"Capitola Lake","Radiocarbon",2920,90,102.5,5,"Bacon"
17304,9669,"Capitola Lake","Radiocarbon",3040,100,113.5,1,"Bacon"
17304,9669,"Capitola Lake","Radiocarbon",3940,100,167.5,5,"Bacon"
17304,9669,"Capitola Lake","Radiocarbon",4620,40,211.5,1,"Bacon"
17304,9669,"Capitola Lake","Radiocarbon",6970,50,328.5,1,"Bacon"
17387,9727,"Beaver Lake","Core top",-30,NA,0,1,"Bacon"
17387,9727,"Beaver Lake","Ambrosia rise",80,10,22,1,"Bacon"
17387,9727,"Beaver Lake","Radiocarbon, reservoir correction",110,80,24.5,9,"Bacon"
17387,9727,"Beaver Lake","Radiocarbon, reservoir correction",2480,80,144.5,9,"Bacon"
17387,9727,"Beaver Lake","Radiocarbon",4690,NA,278,4,"Bacon"
17387,9727,"Beaver Lake","Radiocarbon, reservoir correction",5290,130,305,10,"Bacon"
17396,9731,"Steel Lake","Core top",-50,1,0,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",4290,40,486,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",4510,100,486,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",9860,50,946,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",9790,210,946,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",340,40,83.7,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",780,50,111,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",1700,120,230,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",1880,40,252,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",1850,60,256,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",2160,50,292,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",2490,100,311.5,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",2680,90,328.6,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",2920,90,348,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",4100,90,456,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",4840,210,532,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",5280,40,572.5,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",5830,40,641.8,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",6170,50,653,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",6890,90,698,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",7880,70,758,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",8160,50,766,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",7210,60,788,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",7240,60,790,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",8580,130,883,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",8750,80,908,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",9470,250,922,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",9420,140,930,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",9620,190,933,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",15490,70,980.4,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",10430,40,1019.6,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",41190,870,1052.1,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",9870,60,1090.3,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",10010,40,1129.3,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",9960,50,1142.4,1,"Bacon"
17396,9731,"Steel Lake","Radiocarbon",35290,910,1189.5,1,"Bacon"
17404,9738,"Lorraine Lake","Core top",-30,NA,0,1,"Bacon"
17404,9738,"Lorraine Lake","Ambrosia rise",100,20,113.5,13,"Bacon"
17404,9738,"Lorraine Lake","Radiocarbon",2705,145,520,6,"Bacon"
17404,9738,"Lorraine Lake","Radiocarbon",4583,145,747.5,5,"Bacon"
17404,9738,"Lorraine Lake","Radiocarbon",7020,55,900.5,1,"Bacon"
17404,9738,"Lorraine Lake","Radiocarbon",9500,65,1000.5,1,"Bacon"
17406,9741,"Penegor Lake","Core top",-35,1,1,1,"Bacon"
17406,9741,"Penegor Lake","Ambrosia rise",80,20,13,1,"Bacon"
17406,9741,"Penegor Lake","Radiocarbon",3070,100,90,8,"Bacon"
17406,9741,"Penegor Lake","Radiocarbon",4550,70,131.5,1,"Bacon"
17406,9741,"Penegor Lake","Radiocarbon",5440,90,150,8,"Bacon"
17406,9741,"Penegor Lake","Radiocarbon",7190,100,180,8,"Bacon"
17406,9741,"Penegor Lake","Radiocarbon",8670,45,226.5,1,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",4655,60,419.5,1,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",10810,95,660,3.5,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",10175,80,811,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",10300,140,841,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",10305,70,846,0.5,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",10510,120,871.5,1,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",10820,100,916,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",5400,50,421,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",10710,50,660,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",12840,50,916,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",16180,100,811,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",13000,40,841,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",2915,55,121,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",3170,55,171,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",3395,55,231,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",5605,85,381,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",5505,95,431,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",6555,70,543,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",8125,70,603,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",8440,70,620,2,"Bacon"
17947,9979,"Little Shingobee Lake","Radiocarbon",16230,110,771,2,"Bacon"
17947,9979,"Little Shingobee Lake","Core top",-48,1,0,1,"Bacon"
